"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"15428","XM_022454625.1",NA,NA,NA,"E3 ubiquitin/ISG15 ligase TRIM25-like","LOC111115782","cvn:111115782"
"15429","XM_022454627.1",NA,NA,NA,"tubulin gamma-1 chain","LOC111115784","cvn:111115784"
"15430","XM_022454629.1",NA,NA,NA,"uncharacterized","LOC111115786","cvn:111115786"
"15431","XM_022454632.1",NA,NA,NA,"bifunctional coenzyme A synthase-like","LOC111115790","cvn:111115790"
"15432","XM_022454633.1",NA,NA,NA,"bifunctional coenzyme A synthase-like","LOC111115790","cvn:111115790"
"15433","XM_022454634.1",NA,NA,NA,"bifunctional coenzyme A synthase-like","LOC111115790","cvn:111115790"
"15434","XM_022454637.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15435","XM_022454638.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15436","XM_022454639.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15437","XM_022454640.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15438","XM_022454641.1",NA,NA,NA,"endo-1,6-beta-D-glucanase BGN16.3-like","LOC111115794","cvn:111115794"
"15439","XM_022454642.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15440","XM_022454643.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15441","XM_022454644.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15442","XM_022454645.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15443","XM_022454646.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15444","XM_022454647.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15445","XM_022454648.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15446","XM_022454649.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15447","XM_022454650.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15448","XM_022454651.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15449","XM_022454652.1",NA,NA,NA,"endo-1,6-beta-D-glucanase BGN16.3-like","LOC111115794","cvn:111115794"
"15450","XM_022454653.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15451","XM_022454654.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15452","XM_022454655.1",NA,NA,NA,"partitioning defective 3 homolog","LOC111115795","cvn:111115795"
"15453","XM_022454657.1",NA,NA,NA,"ORM1-like protein 3","LOC111115797","cvn:111115797"
"15454","XM_022454658.1",NA,NA,NA,"ORM1-like protein 3","LOC111115797","cvn:111115797"
"15455","XM_022454659.1",NA,NA,NA,"protein singed-like","LOC111115798","cvn:111115798"
"15456","XM_022454661.1",NA,NA,NA,"dipeptidase 1-like","LOC111115801","cvn:111115801"
"15457","XM_022454663.1",NA,NA,NA,"serum amyloid A-5 protein-like","LOC111115803","cvn:111115803"
"15458","XM_022454670.1",NA,NA,NA,"beta,beta-carotene 15,15'-dioxygenase-like","LOC111115810","cvn:111115810"
"15459","XM_022454671.1",NA,NA,NA,"kielin/chordin-like protein","LOC111115812","cvn:111115812"
"15460","XM_022454672.1",NA,NA,NA,"thrombin inhibitor rhodniin-like","LOC111115813","cvn:111115813"
"15461","XM_022454678.1",NA,NA,NA,"two pore potassium channel protein sup-9-like","LOC111114996","cvn:111114996"
"15462","XM_022454679.1",NA,NA,NA,"phytochrome-interacting ankyrin-repeat protein 1-like","LOC111115568","cvn:111115568"
"15463","XM_022454682.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111115820","cvn:111115820"
"15464","XM_022454685.1",NA,NA,NA,"cholecystokinin receptor-like","LOC111115824","cvn:111115824"
"15465","XM_022454686.1",NA,NA,NA,"cholecystokinin receptor-like","LOC111115824","cvn:111115824"
"15466","XM_022454688.1",NA,NA,NA,"cholecystokinin receptor-like","LOC111115824","cvn:111115824"
"15467","XM_022454693.1",NA,NA,NA,"uncharacterized","LOC111115833","cvn:111115833"
"15468","XM_022454697.1",NA,NA,NA,"CD151 antigen-like","LOC111115832","cvn:111115832"
"15469","XM_022454698.1",NA,NA,NA,"uncharacterized","LOC111115836","cvn:111115836"
"15470","XM_022454703.1",NA,NA,NA,"golgin subfamily A member 4-like","LOC111115841","cvn:111115841"
"15471","XM_022454704.1",NA,NA,NA,"CD151 antigen-like","LOC111115832","cvn:111115832"
"15472","XM_022454705.1",NA,NA,NA,"golgin subfamily A member 4-like","LOC111115841","cvn:111115841"
"15473","XM_022454706.1",NA,NA,NA,"golgin subfamily A member 4-like","LOC111115841","cvn:111115841"
"15474","XM_022454707.1",NA,NA,NA,"golgin subfamily A member 4-like","LOC111115842","cvn:111115842"
"15475","XM_022454708.1",NA,NA,NA,"golgin subfamily A member 4-like","LOC111115842","cvn:111115842"
"15476","XM_022454709.1",NA,NA,NA,"protocadherin Fat 4-like","LOC111115843","cvn:111115843"
"15477","XM_022454710.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15478","XM_022454711.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15479","XM_022454712.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15480","XM_022454713.1",NA,NA,NA,"CD151 antigen-like","LOC111115832","cvn:111115832"
"15481","XM_022454714.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15482","XM_022454715.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15483","XM_022454716.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15484","XM_022454717.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15485","XM_022454718.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15486","XM_022454719.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15487","XM_022454720.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15488","XM_022454721.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15489","XM_022454722.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15490","XM_022454723.1",NA,NA,NA,"rho GTPase-activating protein 15-like","LOC111115844","cvn:111115844"
"15491","XM_022454724.1",NA,NA,NA,"CD151 antigen-like","LOC111115832","cvn:111115832"
"15492","XM_022454725.1",NA,NA,NA,"uncharacterized","LOC111115845","cvn:111115845"
"15493","XM_022454726.1",NA,NA,NA,"uncharacterized","LOC111115846","cvn:111115846"
"15494","XM_022454727.1",NA,NA,NA,"kelch-like protein 10","LOC111115847","cvn:111115847"
"15495","XM_022454728.1",NA,NA,NA,"uncharacterized","LOC111115848","cvn:111115848"
"15496","XM_022454729.1",NA,NA,NA,"uncharacterized","LOC111115849","cvn:111115849"
"15497","XM_022454730.1",NA,NA,NA,"uncharacterized","LOC111115850","cvn:111115850"
"15498","XM_022454731.1",NA,NA,NA,"uncharacterized","LOC111115850","cvn:111115850"
"15499","XM_022454732.1",NA,NA,NA,"CD151 antigen-like","LOC111115832","cvn:111115832"
"15500","XM_022454733.1",NA,NA,NA,"uncharacterized","LOC111115851","cvn:111115851"
"15501","XM_022454734.1",NA,NA,NA,"uncharacterized","LOC111115851","cvn:111115851"
"15502","XM_022454735.1",NA,NA,NA,"uncharacterized","LOC111115851","cvn:111115851"
"15503","XM_022454739.1",NA,NA,NA,"E3 ubiquitin-protein ligase TRIM36-like","LOC111115855","cvn:111115855"
"15504","XM_022454740.1",NA,NA,NA,"MAM and LDL-receptor class A domain-containing protein 2-like","LOC111115856","cvn:111115856"
"15505","XM_022454741.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111115858","cvn:111115858"
"15506","XM_022454745.1",NA,NA,NA,"GTP-binding protein Di-Ras1-like","LOC111115861","cvn:111115861"
"15507","XM_022454747.1",NA,NA,NA,"tripartite motif-containing protein 3-like","LOC111115863","cvn:111115863"
"15508","XM_022454755.1",NA,NA,NA,"uncharacterized","LOC111115870","cvn:111115870"
"15509","XM_022454763.1",NA,NA,NA,"uncharacterized","LOC111115873","cvn:111115873"
"15510","XM_022454766.1",NA,NA,NA,"uncharacterized","LOC111115877","cvn:111115877"
"15511","XM_022454770.1",NA,NA,NA,"poly [ADP-ribose] polymerase 2-like","LOC111115879","cvn:111115879"
"15512","XM_022454771.1",NA,NA,NA,"poly [ADP-ribose] polymerase 2-like","LOC111115879","cvn:111115879"
"15513","XM_022454772.1",NA,NA,NA,"poly [ADP-ribose] polymerase 2-like","LOC111115879","cvn:111115879"
"15514","XM_022454773.1",NA,NA,NA,"uncharacterized","LOC111115873","cvn:111115873"
"15515","XM_022454774.1",NA,NA,NA,"poly [ADP-ribose] polymerase 2-like","LOC111115879","cvn:111115879"
"15516","XM_022454775.1",NA,NA,NA,"poly [ADP-ribose] polymerase 2-like","LOC111115879","cvn:111115879"
"15517","XM_022454776.1",NA,NA,NA,"poly [ADP-ribose] polymerase 2-like","LOC111115879","cvn:111115879"
"15518","XM_022454777.1",NA,NA,NA,"poly [ADP-ribose] polymerase 2-like","LOC111115879","cvn:111115879"
"15519","XM_022454779.1",NA,NA,NA,"uncharacterized","LOC111115881","cvn:111115881"
"15520","XM_022454781.1",NA,NA,NA,"uncharacterized","LOC111115873","cvn:111115873"
"15521","XM_022454782.1",NA,NA,NA,"peroxisomal bifunctional enzyme-like","LOC111115883","cvn:111115883"
"15522","XM_022454783.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 10","LOC111115884","cvn:111115884"
"15523","XM_022454787.1",NA,NA,NA,"caveolin-1-like","LOC111115887","cvn:111115887"
"15524","XM_022454788.1",NA,NA,NA,"tripartite motif-containing protein 45-like","LOC111115888","cvn:111115888"
"15525","XM_022454793.1",NA,NA,NA,"uncharacterized","LOC111115889","cvn:111115889"
"15526","XM_022454805.1",NA,NA,NA,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4-like","LOC111115897","cvn:111115897"
"15527","XM_022454810.1",NA,NA,NA,"omega-amidase NIT2-like","LOC111115898","cvn:111115898"
"15528","XM_022454813.1",NA,NA,NA,"beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4-like","LOC111115897","cvn:111115897"
"15529","XM_022454815.1",NA,NA,NA,"GTPase IMAP family member 4-like","LOC111115902","cvn:111115902"
"15530","XM_022454820.1",NA,NA,NA,"probable proline iminopeptidase","LOC111115908","cvn:111115908"
"15531","XM_022454821.1",NA,NA,NA,"probable proline iminopeptidase","LOC111115908","cvn:111115908"
"15532","XM_022454823.1",NA,NA,NA,"uncharacterized","LOC111115907","cvn:111115907"
"15533","XM_022454823.1",NA,NA,NA,"uncharacterized","LOC111115907","cvn:111115907"
"15534","XM_022454824.1",NA,NA,NA,"electrogenic sodium bicarbonate cotransporter 1-like","LOC111115910","cvn:111115910"
"15535","XM_022454825.1",NA,NA,NA,"polycystic kidney disease 2-like 1 protein","LOC111115911","cvn:111115911"
"15536","XM_022454831.1",NA,NA,NA,"F-box/LRR-repeat protein 8-like","LOC111115914","cvn:111115914"
"15537","XM_022454832.1",NA,NA,NA,"uncharacterized","LOC111115907","cvn:111115907"
"15538","XM_022454832.1",NA,NA,NA,"uncharacterized","LOC111115907","cvn:111115907"
"15539","XM_022454834.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase epsilon-like","LOC111115917","cvn:111115917"
"15540","XM_022454839.1",NA,NA,NA,"uncharacterized","LOC111115907","cvn:111115907"
"15541","XM_022454839.1",NA,NA,NA,"uncharacterized","LOC111115907","cvn:111115907"
"15542","XM_022454850.1",NA,NA,NA,"uncharacterized","LOC111115926","cvn:111115926"
"15543","XM_022454851.1",NA,NA,NA,"fumarylacetoacetase-like","LOC111115927","cvn:111115927"
"15544","XM_022454852.1",NA,NA,NA,"lysozyme 1","LOC111115928","cvn:111115928"
"15545","XM_022454853.1",NA,NA,NA,"caveolin-1-like","LOC111115931","cvn:111115931"
"15546","XM_022454855.1",NA,NA,NA,"complement C1q tumor necrosis factor-related protein 3-like","LOC111115933","cvn:111115933"
"15547","XM_022454861.1",NA,NA,NA,"probable dTDP-glucose 4,6-dehydratase","LOC111115937","cvn:111115937"
"15548","XM_022454862.1",NA,NA,NA,"tripartite motif-containing protein 55-like","LOC111115938","cvn:111115938"
"15549","XM_022454863.1",NA,NA,NA,"tripartite motif-containing protein 55-like","LOC111115938","cvn:111115938"
"15550","XM_022454865.1",NA,NA,NA,"secernin-2-like","LOC111115940","cvn:111115940"
"15551","XM_022454866.1",NA,NA,NA,"secernin-2-like","LOC111115940","cvn:111115940"
"15552","XM_022454867.1",NA,NA,NA,"neuronal acetylcholine receptor subunit alpha-9-like","LOC111115939","cvn:111115939"
"15553","XM_022454871.1",NA,NA,NA,"calcitonin gene-related peptide type 1 receptor-like","LOC111115944","cvn:111115944"
"15554","XM_022454873.1",NA,NA,NA,"protein white-like","LOC111115947","cvn:111115947"
"15555","XM_022454874.1",NA,NA,NA,"uncharacterized","LOC111115921","cvn:111115921"
"15556","XM_022454875.1",NA,NA,NA,"uncharacterized","LOC111115949","cvn:111115949"
"15557","XM_022454876.1",NA,NA,NA,"uncharacterized","LOC111115949","cvn:111115949"
"15558","XM_022454877.1",NA,NA,NA,"uncharacterized","LOC111115949","cvn:111115949"
"15559","XM_022454878.1",NA,NA,NA,"organic cation transporter protein-like","LOC111115952","cvn:111115952"
"15560","XM_022454879.1",NA,NA,NA,"sodium-coupled monocarboxylate transporter 1-like","LOC111115950","cvn:111115950"
"15561","XM_022454893.1",NA,NA,NA,"transmembrane protein 19-like","LOC111115963","cvn:111115963"
"15562","XM_022454897.1",NA,NA,NA,"cytochrome P450 3A6-like","LOC111115967","cvn:111115967"
"15563","XM_022454898.1",NA,NA,NA,"cytochrome P450 3A6-like","LOC111115967","cvn:111115967"
"15564","XM_022454899.1",NA,NA,NA,"cytochrome P450 3A6-like","LOC111115967","cvn:111115967"
"15565","XM_022454904.1",NA,NA,NA,"multiple epidermal growth factor-like domains protein 10","LOC111115972","cvn:111115972"
"15566","XM_022454914.1",NA,NA,NA,"acetylcholine receptor subunit beta-like 1","LOC111115977","cvn:111115977"
"15567","XM_022454915.1",NA,NA,NA,"protein disulfide-isomerase A6-like","LOC111115975","cvn:111115975"
"15568","XM_022454916.1",NA,NA,NA,"complement C1q tumor necrosis factor-related protein 2-like","LOC111115978","cvn:111115978"
"15569","XM_022454917.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15570","XM_022454918.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15571","XM_022454919.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15572","XM_022454920.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15573","XM_022454921.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15574","XM_022454922.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15575","XM_022454923.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15576","XM_022454924.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15577","XM_022454925.1",NA,NA,NA,"uncharacterized","LOC111115979","cvn:111115979"
"15578","XM_022454926.1",NA,NA,NA,"putative amine oxidase [copper-containing]","LOC111115981","cvn:111115981"
"15579","XM_022454927.1",NA,NA,NA,"putative amine oxidase [copper-containing]","LOC111115981","cvn:111115981"
"15580","XM_022454928.1",NA,NA,NA,"uncharacterized","LOC111115982","cvn:111115982"
"15581","XM_022454930.1",NA,NA,NA,"uncharacterized","LOC111115982","cvn:111115982"
"15582","XM_022454931.1",NA,NA,NA,"uncharacterized","LOC111115982","cvn:111115982"
"15583","XM_022454932.1",NA,NA,NA,"uncharacterized","LOC111115982","cvn:111115982"
"15584","XM_022454933.1",NA,NA,NA,"uncharacterized","LOC111115982","cvn:111115982"
"15585","XM_022454937.1",NA,NA,NA,"BTB/POZ domain-containing protein 6-like","LOC111115986","cvn:111115986"
"15586","XM_022454939.1",NA,NA,NA,"BTB/POZ domain-containing protein 6-like","LOC111115986","cvn:111115986"
"15587","XM_022454940.1",NA,NA,NA,"uncharacterized","LOC111115988","cvn:111115988"
"15588","XM_022454944.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase mu-like","LOC111115992","cvn:111115992"
"15589","XM_022454945.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase mu-like","LOC111115992","cvn:111115992"
"15590","XM_022454946.1",NA,NA,NA,"receptor-type tyrosine-protein phosphatase mu-like","LOC111115992","cvn:111115992"
"15591","XM_022454947.1",NA,NA,NA,"uncharacterized","LOC111115995","cvn:111115995"
"15592","XM_022454948.1",NA,NA,NA,"uncharacterized","LOC111115995","cvn:111115995"
"15593","XM_022454949.1",NA,NA,NA,"DNA-binding protein Ikaros-like","LOC111115993","cvn:111115993"
"15594","XM_022454950.1",NA,NA,NA,"uncharacterized","LOC111115995","cvn:111115995"
"15595","XM_022454951.1",NA,NA,NA,"uncharacterized","LOC111115995","cvn:111115995"
"15596","XM_022454952.1",NA,NA,NA,"uncharacterized","LOC111115995","cvn:111115995"
"15597","XM_022454956.1",NA,NA,NA,"uncharacterized","LOC111115921","cvn:111115921"
"15598","XM_022454959.1",NA,NA,NA,"uncharacterized","LOC111116002","cvn:111116002"
"15599","XM_022454960.1",NA,NA,NA,"GLIPR1-like protein 1","LOC111115999","cvn:111115999"
"15600","XM_022454961.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15601","XM_022454962.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15602","XM_022454963.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15603","XM_022454964.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15604","XM_022454965.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15605","XM_022454966.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15606","XM_022454967.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15607","XM_022454968.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15608","XM_022454969.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15609","XM_022454970.1",NA,NA,NA,"interferon-induced protein 44-like","LOC111116003","cvn:111116003"
"15610","XM_022454973.1",NA,NA,NA,"uncharacterized","LOC111116006","cvn:111116006"
"15611","XM_022454974.1",NA,NA,NA,"uncharacterized","LOC111116004","cvn:111116004"
"15612","XM_022454975.1",NA,NA,NA,"matrilin-2-like","LOC111116008","cvn:111116008"
"15613","XM_022454980.1",NA,NA,NA,"ATP-dependent DNA helicase Q-like SIM","LOC111116012","cvn:111116012"
"15614","XM_022454983.1",NA,NA,NA,"uncharacterized","LOC111116016","cvn:111116016"
"15615","XM_022454984.1",NA,NA,NA,"cysteine-rich venom protein LEI1-like","LOC111116013","cvn:111116013"
"15616","XM_022454985.1",NA,NA,NA,"fibropellin-1-like","LOC111116018","cvn:111116018"
"15617","XM_022454986.1",NA,NA,NA,"inhibin beta A chain-like","LOC111116019","cvn:111116019"
"15618","XM_022454988.1",NA,NA,NA,"ATP-dependent DNA helicase RecQ-like","LOC111116022","cvn:111116022"
"15619","XM_022454994.1",NA,NA,NA,"unconventional myosin-XVIIIa-like","LOC111116029","cvn:111116029"
"15620","XM_022454995.1",NA,NA,NA,"unconventional myosin-XVIIIa-like","LOC111116029","cvn:111116029"
"15621","XM_022454996.1",NA,NA,NA,"dynactin subunit 2-like","LOC111116030","cvn:111116030"
"15622","XM_022454998.1",NA,NA,NA,"uncharacterized","LOC111116032","cvn:111116032"
"15623","XM_022454999.1",NA,NA,NA,"matrilin-2-like","LOC111116033","cvn:111116033"
"15624","XM_022455000.1",NA,NA,NA,"matrilin-2-like","LOC111116033","cvn:111116033"
