"","Cvirginica_TranscriptID","moduleColor","Airradians_TranscriptID","Protein_name","Cvirginica_ProteinID","Cvirginica_GeneID","Cvirginica_KEGGID"
"811","XM_022468744.1","midnightblue","rna-XM_069275017.1","lipoyl synthase, mitochondrial-like","lipoyl synthase, mitochondrial-like","LOC111125202","cvn:111125202"
"812","XM_022470202.1","midnightblue","rna-XM_069259791.1","tankyrase-1-like","tankyrase-1-like","LOC111125941","cvn:111125941"
"813","XM_022470314.1","midnightblue","rna-XM_069273870.1","AN1-type zinc finger protein 2A-like","AN1-type zinc finger protein 2A-like","LOC111125987","cvn:111125987"
"814","XM_022471255.1","midnightblue","rna-XM_069251347.1","krev interaction trapped protein 1-like","krev interaction trapped protein 1-like","LOC111126543","cvn:111126543"
"815","XM_022471645.1","midnightblue","rna-XM_069265084.1","BTB/POZ domain-containing protein 6-like","BTB/POZ domain-containing protein 6-like","LOC111126785","cvn:111126785"
"816","XM_022471977.1","midnightblue","rna-XM_069259771.1","conserved oligomeric Golgi complex subunit 8-like","conserved oligomeric Golgi complex subunit 8-like","LOC111127005","cvn:111127005"
"817","XM_022471981.1","midnightblue","rna-XR_011209177.1","muscle-specific protein 20-like","muscle-specific protein 20-like","LOC111127009","cvn:111127009"
"818","XM_022472104.1","midnightblue","rna-XM_069250598.1","glucocorticoid modulatory element-binding protein 2-like","glucocorticoid modulatory element-binding protein 2-like","LOC111127086","cvn:111127086"
"819","XM_022472531.1","midnightblue","rna-XM_069280935.1","protein zer-1 homolog","protein zer-1 homolog","LOC111127376","cvn:111127376"
"820","XM_022472605.1","midnightblue","rna-XM_069276053.1","nuclear pore glycoprotein p62-like","nuclear pore glycoprotein p62-like","LOC111127431","cvn:111127431"
"821","XM_022472965.1","midnightblue","rna-XM_069260698.1","poly [ADP-ribose] polymerase 1-like","poly [ADP-ribose] polymerase 1-like","LOC111127734","cvn:111127734"
"822","XM_022473115.1","midnightblue","rna-XM_069261903.1","probable ATP-dependent RNA helicase DDX28","probable ATP-dependent RNA helicase DDX28","LOC111127844","cvn:111127844"
"823","XM_022474128.1","midnightblue","rna-XM_069260480.1","uncharacterized","uncharacterized","LOC111128504","cvn:111128504"
"824","XM_022474408.1","midnightblue","rna-XM_069261463.1","carnitine O-palmitoyltransferase 1, liver isoform-like","carnitine O-palmitoyltransferase 1, liver isoform-like","LOC111128659","cvn:111128659"
"825","XM_022474556.1","midnightblue","rna-XM_069260095.1","solute carrier family 46 member 3-like","solute carrier family 46 member 3-like","LOC111128741","cvn:111128741"
"826","XM_022474913.1","midnightblue","rna-XM_069274655.1","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase-like","2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase-like","LOC111128940","cvn:111128940"
"827","XM_022475287.1","midnightblue","rna-XM_069260987.1","uncharacterized","uncharacterized","LOC111129140","cvn:111129140"
"828","XM_022475346.1","midnightblue","rna-XM_069281173.1","mono [ADP-ribose] polymerase PARP16-like","mono [ADP-ribose] polymerase PARP16-like","LOC111129164","cvn:111129164"
"829","XM_022475624.1","midnightblue","rna-XM_069260826.1","ubiquitin thioesterase OTUB1-like","ubiquitin thioesterase OTUB1-like","LOC111129327","cvn:111129327"
"830","XM_022476241.1","midnightblue","rna-XM_069247901.1","nitrile-specifier protein 5-like","nitrile-specifier protein 5-like","LOC111129781","cvn:111129781"
"831","XM_022476270.1","midnightblue","rna-XM_069260924.1","sulfotransferase 1 family member D1-like","sulfotransferase 1 family member D1-like","LOC111129813","cvn:111129813"
"832","XM_022476303.1","midnightblue","rna-XM_069259348.1","neuronal PAS domain-containing protein 4-like","neuronal PAS domain-containing protein 4-like","LOC111129828","cvn:111129828"
"833","XM_022477087.1","midnightblue","rna-XM_069263654.1","neurogenic locus notch homolog protein 1-like","neurogenic locus notch homolog protein 1-like","LOC111130260","cvn:111130260"
"834","XM_022477089.1","midnightblue","rna-XM_069265815.1","deleted in malignant brain tumors 1 protein-like","deleted in malignant brain tumors 1 protein-like","LOC111130264","cvn:111130264"
"835","XM_022477104.1","midnightblue","rna-XM_069281549.1","SHC-transforming protein 1-like","SHC-transforming protein 1-like","LOC111130271","cvn:111130271"
"836","XM_022477550.1","midnightblue","rna-XM_069261305.1","nuclear valosin-containing protein-like","nuclear valosin-containing protein-like","LOC111130461","cvn:111130461"
"837","XM_022477745.1","midnightblue","rna-XM_069260530.1","mitogen-activated protein kinase kinase kinase kinase 3-like","mitogen-activated protein kinase kinase kinase kinase 3-like","LOC111130581","cvn:111130581"
"838","XM_022477791.1","midnightblue","rna-XM_069260653.1","fermitin family homolog 2-like","fermitin family homolog 2-like","LOC111130626","cvn:111130626"
"839","XM_022477895.1","midnightblue","rna-XM_069262559.1","eukaryotic translation initiation factor 5-like","eukaryotic translation initiation factor 5-like","LOC111130699","cvn:111130699"
"840","XM_022477967.1","midnightblue","rna-XM_069281143.1","neuronal acetylcholine receptor subunit alpha-9-like","neuronal acetylcholine receptor subunit alpha-9-like","LOC111130744","cvn:111130744"
"841","XM_022478063.1","midnightblue","rna-XM_069262505.1","enhancer of rudimentary homolog","enhancer of rudimentary homolog","LOC111130822","cvn:111130822"
"842","XM_022478658.1","midnightblue","rna-XM_069280688.1","elongation factor-like GTPase 1","elongation factor-like GTPase 1","LOC111131230","cvn:111131230"
"843","XM_022478723.1","midnightblue","rna-XM_069245408.1","uncharacterized","uncharacterized","LOC111131279","cvn:111131279"
"844","XM_022479343.1","midnightblue","rna-XM_069277198.1","elongation factor 2-like","elongation factor 2-like","LOC111131699","cvn:111131699"
"845","XM_022479378.1","midnightblue","rna-XM_069281031.1","ubiquitin-like modifier-activating enzyme 6","ubiquitin-like modifier-activating enzyme 6","LOC111131720","cvn:111131720"
"846","XM_022479398.1","midnightblue","rna-XM_069262435.1","uncharacterized","uncharacterized","LOC111131732","cvn:111131732"
"847","XM_022479398.1","midnightblue","rna-XM_069262436.1","uncharacterized","uncharacterized","LOC111131732","cvn:111131732"
"848","XM_022480669.1","midnightblue","rna-XM_069257651.1","mitochondrial inner membrane protein OXA1L-like","mitochondrial inner membrane protein OXA1L-like","LOC111132820","cvn:111132820"
"849","XM_022481124.1","midnightblue","rna-XM_069278619.1","nucleolar complex protein 4 homolog A-like","nucleolar complex protein 4 homolog A-like","LOC111133059","cvn:111133059"
"850","XM_022481287.1","midnightblue","rna-XM_069247386.1","excitatory amino acid transporter-like","excitatory amino acid transporter-like","LOC111133164","cvn:111133164"
"851","XM_022481586.1","midnightblue","rna-XM_069275807.1","secreted frizzled-related protein 5-like","secreted frizzled-related protein 5-like","LOC111133318","cvn:111133318"
"852","XM_022481922.1","midnightblue","rna-XM_069250749.1","uncharacterized","uncharacterized","LOC111133478","cvn:111133478"
"853","XM_022482382.1","midnightblue","rna-XM_069283036.1","uncharacterized","uncharacterized","LOC111133749","cvn:111133749"
"854","XM_022482540.1","midnightblue","rna-XM_069276500.1","glutathione S-transferase U21-like","glutathione S-transferase U21-like","LOC111133846","cvn:111133846"
"855","XM_022482692.1","midnightblue","rna-XM_069256865.1","GPI ethanolamine phosphate transferase 1-like","GPI ethanolamine phosphate transferase 1-like","LOC111133948","cvn:111133948"
"856","XM_022483392.1","midnightblue","rna-XM_069249271.1","monocarboxylate transporter 12-like","monocarboxylate transporter 12-like","LOC111134414","cvn:111134414"
"857","XM_022483409.1","midnightblue","rna-XM_069247500.1","uncharacterized","uncharacterized","LOC111134422","cvn:111134422"
"858","XM_022483584.1","midnightblue","rna-XM_069244779.1","uncharacterized","uncharacterized","LOC111134502","cvn:111134502"
"859","XM_022483813.1","midnightblue","rna-XM_069279102.1","uncharacterized","uncharacterized","LOC111134622","cvn:111134622"
"860","XM_022484049.1","midnightblue","rna-XM_069267393.1","tyrosine-protein phosphatase non-receptor type 11-like","tyrosine-protein phosphatase non-receptor type 11-like","LOC111134726","cvn:111134726"
"861","XM_022484239.1","midnightblue","rna-XM_069247692.1","E3 ubiquitin-protein ligase TRIP12-like","E3 ubiquitin-protein ligase TRIP12-like","LOC111134817","cvn:111134817"
"862","XM_022484393.1","midnightblue","rna-XM_069255878.1","cytoplasmic tRNA 2-thiolation protein 2-like","cytoplasmic tRNA 2-thiolation protein 2-like","LOC111134884","cvn:111134884"
"863","XM_022484393.1","midnightblue","rna-XM_069255878.1","cytoplasmic tRNA 2-thiolation protein 2-like","cytoplasmic tRNA 2-thiolation protein 2-like","LOC111134884","cvn:111134884"
"864","XM_022484487.1","midnightblue","rna-XM_069276993.1","uncharacterized","uncharacterized","LOC111134920","cvn:111134920"
"865","XM_022484709.1","midnightblue","rna-XM_069259006.1","uncharacterized","uncharacterized","LOC111135025","cvn:111135025"
"866","XM_022484787.1","midnightblue","rna-XM_069266224.1","ATP-binding cassette sub-family F member 3-like","ATP-binding cassette sub-family F member 3-like","LOC111135075","cvn:111135075"
"867","XM_022484795.1","midnightblue","rna-XM_069275673.1","solute carrier family 2, facilitated glucose transporter member 1-like","solute carrier family 2, facilitated glucose transporter member 1-like","LOC111135082","cvn:111135082"
"868","XM_022484952.1","midnightblue","rna-XM_069269197.1","uncharacterized","uncharacterized","LOC111135158","cvn:111135158"
"869","XM_022485107.1","midnightblue","rna-XM_069256151.1","diacylglycerol O-acyltransferase 1-like","diacylglycerol O-acyltransferase 1-like","LOC111135236","cvn:111135236"
"870","XM_022485209.1","midnightblue","rna-XM_069257925.1","sal-like protein 3","sal-like protein 3","LOC111135279","cvn:111135279"
"871","XM_022485457.1","midnightblue","rna-XM_069261860.1","dnaJ homolog subfamily C member 16-like","dnaJ homolog subfamily C member 16-like","LOC111135414","cvn:111135414"
"872","XM_022485513.1","midnightblue","rna-XM_069283727.1","biotin--protein ligase-like","biotin--protein ligase-like","LOC111135439","cvn:111135439"
"873","XM_022485680.1","midnightblue","rna-XM_069249466.1","extracellular sulfatase Sulf-1-like","extracellular sulfatase Sulf-1-like","LOC111135504","cvn:111135504"
"874","XM_022485707.1","midnightblue","rna-XM_069256732.1","non-canonical poly(A) RNA polymerase PAPD5-like","non-canonical poly(A) RNA polymerase PAPD5-like","LOC111135552","cvn:111135552"
"875","XM_022485944.1","midnightblue","rna-XM_069267603.1","uncharacterized","uncharacterized","LOC111135675","cvn:111135675"
"876","XM_022486058.1","midnightblue","rna-XM_069262411.1","cytochrome P450 4F22-like","cytochrome P450 4F22-like","LOC111135741","cvn:111135741"
"877","XM_022486311.1","midnightblue","rna-XM_069253740.1","probable E3 ubiquitin-protein ligase hulA","probable E3 ubiquitin-protein ligase hulA","LOC111135875","cvn:111135875"
"878","XM_022486468.1","midnightblue","rna-XM_069284756.1","serine/arginine-rich splicing factor 10-like","serine/arginine-rich splicing factor 10-like","LOC111135964","cvn:111135964"
"879","XM_022486611.1","midnightblue","rna-XM_069262929.1","inhibitor of growth protein 5-like","inhibitor of growth protein 5-like","LOC111136035","cvn:111136035"
"880","XM_022486638.1","midnightblue","rna-XM_069248913.1","golgin-45-like","golgin-45-like","LOC111136056","cvn:111136056"
"881","XM_022486654.1","midnightblue","rna-XM_069278106.1","peroxisomal acyl-coenzyme A oxidase 3-like","peroxisomal acyl-coenzyme A oxidase 3-like","LOC111136066","cvn:111136066"
"882","XM_022489131.1","midnightblue","rna-XM_069279125.1","vacuolar protein sorting-associated protein 33A-like","vacuolar protein sorting-associated protein 33A-like","LOC111137603","cvn:111137603"
"883","XM_022489284.1","midnightblue","rna-XM_069255868.1","ras-related protein Rab-35-like","ras-related protein Rab-35-like","LOC111137695","cvn:111137695"
"884","XM_022489438.1","midnightblue","rna-XM_069246844.1","uncharacterized","uncharacterized","LOC111137788","cvn:111137788"
"885","XM_022489502.1","midnightblue","rna-XM_069264648.1","protein piccolo-like","protein piccolo-like","LOC111137825","cvn:111137825"
"886","XM_022489783.1","midnightblue","rna-XM_069280102.1","septin-2-like","septin-2-like","LOC111138027","cvn:111138027"
"887","XM_022490046.1","midnightblue","rna-XM_069249849.1","inositol-3-phosphate synthase 1-B-like","inositol-3-phosphate synthase 1-B-like","LOC111138190","cvn:111138190"
"888","XM_022432152.1","purple","rna-XM_069250077.1","tRNA (guanine(10)-N2)-methyltransferase homolog","tRNA (guanine(10)-N2)-methyltransferase homolog","LOC111100372","cvn:111100372"
"889","XM_022432477.1","purple","rna-XM_069284238.1","catenin alpha-2-like","catenin alpha-2-like","LOC111100522","cvn:111100522"
"890","XM_022432609.1","purple","rna-XM_069274362.1","uncharacterized","uncharacterized","LOC111100577","cvn:111100577"
"891","XM_022433079.1","purple","rna-XM_069276243.1","gamma-tubulin complex component 2-like","gamma-tubulin complex component 2-like","LOC111100906","cvn:111100906"
"892","XM_022433302.1","purple","rna-XM_069283416.1","myophilin-like","myophilin-like","LOC111101045","cvn:111101045"
"893","XM_022433310.1","purple","rna-XM_069280147.1","GPN-loop GTPase 1-like","GPN-loop GTPase 1-like","LOC111101051","cvn:111101051"
"894","XM_022433932.1","purple","rna-XM_069249880.1","Golgi SNAP receptor complex member 2-like","Golgi SNAP receptor complex member 2-like","LOC111101440","cvn:111101440"
"895","XM_022433996.1","purple","rna-XM_069283976.1","homeobox protein EMX1-like","homeobox protein EMX1-like","LOC111101485","cvn:111101485"
"896","XM_022435626.1","purple","rna-XM_069249876.1","uncharacterized","uncharacterized","LOC111102758","cvn:111102758"
"897","XM_022436145.1","purple","rna-XM_069263707.1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like","LOC111103115","cvn:111103115"
"898","XM_022436145.1","purple","rna-XM_069263707.1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like","LOC111103115","cvn:111103115"
"899","XM_022436601.1","purple","rna-XM_069284795.1","dehydrodolichyl diphosphate synthase complex subunit DHDDS-like","dehydrodolichyl diphosphate synthase complex subunit DHDDS-like","LOC111103374","cvn:111103374"
"900","XM_022436648.1","purple","rna-XM_069244960.1","dynein heavy chain 5, axonemal-like","dynein heavy chain 5, axonemal-like","LOC111103394","cvn:111103394"
"901","XM_022438331.1","purple","rna-XM_069277014.1","soma ferritin-like","soma ferritin-like","LOC111104407","cvn:111104407"
"902","XM_022438331.1","purple","rna-XM_069252893.1","soma ferritin-like","soma ferritin-like","LOC111104407","cvn:111104407"
"903","XM_022438423.1","purple","rna-XM_069283291.1","peptidyl-prolyl cis-trans isomerase-like 4","peptidyl-prolyl cis-trans isomerase-like 4","LOC111104455","cvn:111104455"
"904","XM_022440363.1","purple","rna-XM_069245240.1","protein monoglycylase TTLL8-like","protein monoglycylase TTLL8-like","LOC111105904","cvn:111105904"
"905","XM_022441433.1","purple","rna-XM_069285183.1","leukotriene A-4 hydrolase-like","leukotriene A-4 hydrolase-like","LOC111106667","cvn:111106667"
"906","XM_022444338.1","purple","rna-XM_069285441.1","protein transport protein Sec61 subunit alpha","protein transport protein Sec61 subunit alpha","LOC111108442","cvn:111108442"
"907","XM_022444653.1","purple","rna-XM_069246913.1","uncharacterized","uncharacterized","LOC111108645","cvn:111108645"
"908","XM_022447395.1","purple","rna-XM_069265588.1","uncharacterized","uncharacterized","LOC111110784","cvn:111110784"
